,0,1,2
0,16,"[16, 16, 16, 16, 16, 16]",63.792030666424864
1,15,"[15, 16, 16, 16, 16, 16]",63.14964953999118
2,14,"[14, 16, 16, 16, 16, 16]",62.135211337511876
3,13,"[13, 16, 16, 16, 16, 16]",59.73459281292789
4,12,"[12, 16, 16, 16, 16, 16]",56.27932628278354
5,11,"[11, 16, 16, 16, 16, 16]",51.331622979235824
6,10,"[10, 16, 16, 16, 16, 16]",45.78578096192688
7,9,"[9, 16, 16, 16, 16, 16]",40.60269198379821
